Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId
"IS Standard Battle Armor ""Fa Sure"" [David] (Sqd6)","IS Standard Battle Armor ""Fa Sure""",[David] (Sqd6),Ambusher,20,379,ba,1,1,"6""j",1,1,0,0,2,2,"AM,CAR6,MDS2,MSW,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,9526
"IS Standard Battle Armor ""Fa Sure"" [MG] (Sqd4)","IS Standard Battle Armor ""Fa Sure""",[MG] (Sqd4),Ambusher,15,203,ba,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MDS2,MSW,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8026
"IS Standard Battle Armor ""Fa Sure"" [MG] (Sqd5)","IS Standard Battle Armor ""Fa Sure""",[MG] (Sqd5),Ambusher,18,273,ba,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MDS2,MSW,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,9527
"IS Standard Battle Armor ""Fa Sure"" [MG] (Sqd6)","IS Standard Battle Armor ""Fa Sure""",[MG] (Sqd6),Ambusher,18,351,ba,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,MDS2,MSW,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,9528
"IS Standard Battle Armor ""Hive"" (Sqd4)","IS Standard Battle Armor ""Hive""",(Sqd4),Ambusher,15,181,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,C3S,MEC,MHQ1",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,1627
"IS Standard Battle Armor ""Hive"" (Sqd5)","IS Standard Battle Armor ""Hive""",(Sqd5),Ambusher,15,244,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR5,C3S,MEC,MHQ1",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8540
"IS Standard Battle Armor ""Hive"" (Sqd6)","IS Standard Battle Armor ""Hive""",(Sqd6),Ambusher,15,313,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR6,C3S,MEC,MHQ1",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8904
IS Standard Battle Armor (Magnetic) (Sqd4),IS Standard Battle Armor (Magnetic),(Sqd4),Ambusher,13,209,BA,1,1,"8""j",1,0,0,0,1,2,"AM,CAR4,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,9467
IS Standard Battle Armor (Magnetic) (Sqd5),IS Standard Battle Armor (Magnetic),(Sqd5),Ambusher,17,282,BA,1,1,"8""j",1,0,0,0,2,2,"AM,CAR5,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,9468
IS Standard Battle Armor (Magnetic) (Sqd6),IS Standard Battle Armor (Magnetic),(Sqd6),Ambusher,17,362,BA,1,1,"8""j",1,0,0,0,2,2,"AM,CAR6,XMEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,9469
IS Standard Battle Armor [Flamer] (Sqd4),IS Standard Battle Armor,[Flamer] (Sqd4),Ambusher,14,199,BA,1,1,"6""j",1,0,0,0,1,2,"AM,HT1/-/-,CAR4,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,1628
IS Standard Battle Armor [Flamer] (Sqd5),IS Standard Battle Armor,[Flamer] (Sqd5),Ambusher,17,268,BA,1,1,"6""j",1,0,0,0,2,2,"AM,HT1/-/-,CAR5,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8541
IS Standard Battle Armor [Flamer] (Sqd6),IS Standard Battle Armor,[Flamer] (Sqd6),Ambusher,17,344,BA,1,1,"6""j",1,0,0,0,2,2,"AM,HT1/-/-,CAR6,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8905
IS Standard Battle Armor [Laser] (Sqd4),IS Standard Battle Armor,[Laser] (Sqd4),Ambusher,14,231,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,1629
IS Standard Battle Armor [Laser] (Sqd5),IS Standard Battle Armor,[Laser] (Sqd5),Ambusher,17,311,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8542
IS Standard Battle Armor [Laser] (Sqd6),IS Standard Battle Armor,[Laser] (Sqd6),Ambusher,17,400,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8906
IS Standard Battle Armor [LRR] (Sqd4),IS Standard Battle Armor,[LRR] (Sqd4),Ambusher,15,255,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,1630
IS Standard Battle Armor [LRR] (Sqd5),IS Standard Battle Armor,[LRR] (Sqd5),Ambusher,18,343,BA,1,1,"6""j",1,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8543
IS Standard Battle Armor [LRR] (Sqd6),IS Standard Battle Armor,[LRR] (Sqd6),Ambusher,18,441,BA,1,1,"6""j",1,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8907
IS Standard Battle Armor [MG] (Sqd4),IS Standard Battle Armor,[MG] (Sqd4),Ambusher,13,199,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,1631
IS Standard Battle Armor [MG] (Sqd5),IS Standard Battle Armor,[MG] (Sqd5),Ambusher,16,268,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8544
IS Standard Battle Armor [MG] (Sqd6),IS Standard Battle Armor,[MG] (Sqd6),Ambusher,16,344,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8908
IS Standard Battle Armor [SRM] (Sqd4),IS Standard Battle Armor,[SRM] (Sqd4),Ambusher,13,175,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,1632
IS Standard Battle Armor [SRM] (Sqd5),IS Standard Battle Armor,[SRM] (Sqd5),Ambusher,17,235,BA,1,1,"6""j",0,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8545
IS Standard Battle Armor [SRM] (Sqd6),IS Standard Battle Armor,[SRM] (Sqd6),Ambusher,17,303,BA,1,1,"6""j",0,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/mXL5yPH/is-standard-battle-armor-rg.png,8909
Leonidas Battle Armor [David] (Sqd4),Leonidas Battle Armor,[David] (Sqd4),Ambusher,16,187,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR4,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,6476
Leonidas Battle Armor [David] (Sqd5),Leonidas Battle Armor,[David] (Sqd5),Ambusher,16,252,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR5,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,8751
Leonidas Battle Armor [David] (Sqd6),Leonidas Battle Armor,[David] (Sqd6),Ambusher,16,324,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR6,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,9114
Leonidas Battle Armor [Firedrake] (Sqd4),Leonidas Battle Armor,[Firedrake] (Sqd4),Ambusher,15,147,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR4,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,6478
Leonidas Battle Armor [Firedrake] (Sqd5),Leonidas Battle Armor,[Firedrake] (Sqd5),Ambusher,15,198,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR5,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,8753
Leonidas Battle Armor [Firedrake] (Sqd6),Leonidas Battle Armor,[Firedrake] (Sqd6),Ambusher,15,255,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR6,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,9116
Leonidas Battle Armor [MG] (Sqd4),Leonidas Battle Armor,[MG] (Sqd4),Ambusher,15,171,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR4,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,6477
Leonidas Battle Armor [MG] (Sqd5),Leonidas Battle Armor,[MG] (Sqd5),Ambusher,15,230,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR5,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,8752
Leonidas Battle Armor [MG] (Sqd6),Leonidas Battle Armor,[MG] (Sqd6),Ambusher,15,296,BA,1,1,"6""f",1,0,0,0,1,2,"AECM,AM,CAR6,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,9115
Leonidas Battle Armor [Sensor] (Sqd4),Leonidas Battle Armor,[Sensor] (Sqd4),Scout,17,138,BA,1,1,"6""f",0,0,0,0,1,2,"AECM,AM,CAR4,MEC,RCN,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,6480
Leonidas Battle Armor [Sensor] (Sqd5),Leonidas Battle Armor,[Sensor] (Sqd5),Scout,17,186,BA,1,1,"6""f",0,0,0,0,1,2,"AECM,AM,CAR5,MEC,RCN,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,8755
Leonidas Battle Armor [Sensor] (Sqd6),Leonidas Battle Armor,[Sensor] (Sqd6),Scout,17,239,BA,1,1,"6""f",0,0,0,0,1,2,"AECM,AM,CAR6,MEC,RCN,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,9118
Leonidas Battle Armor [TAG] (Sqd4),Leonidas Battle Armor,[TAG] (Sqd4),Scout,15,131,BA,1,1,"6""f",0,0,0,0,1,2,"AECM,AM,CAR4,LTAG,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,6479
Leonidas Battle Armor [TAG] (Sqd5),Leonidas Battle Armor,[TAG] (Sqd5),Scout,15,176,BA,1,1,"6""f",0,0,0,0,1,2,"AECM,AM,CAR5,LTAG,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,8754
Leonidas Battle Armor [TAG] (Sqd6),Leonidas Battle Armor,[TAG] (Sqd6),Scout,15,227,BA,1,1,"6""f",0,0,0,0,1,2,"AECM,AM,CAR6,LTAG,MEC,STL",https://i.ibb.co/R45MVPc/leonidas-3150.png,9117
"Longinus Battle Armor ""Hacked"" [David] (Sqd4)","Longinus Battle Armor ""Hacked""",[David] (Sqd4),Ambusher,13,147,BA,1,1,"4""j",1,0,0,0,1,2,"AM,CAR4,C3I,MEC,MHQ2",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1939
"Longinus Battle Armor ""Hacked"" [David] (Sqd5)","Longinus Battle Armor ""Hacked""",[David] (Sqd5),Ambusher,13,198,BA,1,1,"4""j",1,0,0,0,1,2,"AM,CAR5,C3I,MEC,MHQ2",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8562
"Longinus Battle Armor ""Hacked"" [David] (Sqd6)","Longinus Battle Armor ""Hacked""",[David] (Sqd6),Ambusher,13,255,BA,1,1,"4""j",1,0,0,0,1,2,"AM,CAR6,C3I,MEC,MHQ2",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8926
"Longinus Battle Armor ""Hacked"" [MG] (Sqd4)","Longinus Battle Armor ""Hacked""",[MG] (Sqd4),Ambusher,12,134,BA,1,1,"4""j",1,0,0,0,1,2,"AM,CAR4,C3I,MEC,MHQ2",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1940
"Longinus Battle Armor ""Hacked"" [MG] (Sqd5)","Longinus Battle Armor ""Hacked""",[MG] (Sqd5),Ambusher,12,180,BA,1,1,"4""j",1,0,0,0,1,2,"AM,CAR5,C3I,MEC,MHQ2",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8563
"Longinus Battle Armor ""Hacked"" [MG] (Sqd6)","Longinus Battle Armor ""Hacked""",[MG] (Sqd6),Ambusher,13,231,BA,1,1,"4""j",2,0,0,0,1,2,"AM,CAR6,C3I,MEC,MHQ2",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8927
Longinus Battle Armor (Magnetic) (Sqd4),Longinus Battle Armor (Magnetic),(Sqd4),Ambusher,14,247,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,XMEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1941
Longinus Battle Armor (Magnetic) (Sqd5),Longinus Battle Armor (Magnetic),(Sqd5),Ambusher,17,338,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,XMEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8564
Longinus Battle Armor (Magnetic) (Sqd6),Longinus Battle Armor (Magnetic),(Sqd6),Ambusher,18,434,BA,1,1,"6""j",3,0,0,0,2,2,"AM,CAR6,XMEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8928
Longinus Battle Armor [David] (Sqd4),Longinus Battle Armor,[David] (Sqd4),Ambusher,14,231,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1942
Longinus Battle Armor [David] (Sqd5),Longinus Battle Armor,[David] (Sqd5),Ambusher,17,311,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8565
Longinus Battle Armor [David] (Sqd6),Longinus Battle Armor,[David] (Sqd6),Ambusher,18,400,BA,1,1,"6""j",1,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8929
Longinus Battle Armor [Flamer] (Sqd4),Longinus Battle Armor,[Flamer] (Sqd4),Ambusher,15,215,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1943
Longinus Battle Armor [Flamer] (Sqd5),Longinus Battle Armor,[Flamer] (Sqd5),Ambusher,18,289,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8566
Longinus Battle Armor [Flamer] (Sqd6),Longinus Battle Armor,[Flamer] (Sqd6),Ambusher,19,372,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8930
Longinus Battle Armor [Laser] (Sqd4),Longinus Battle Armor,[Laser] (Sqd4),Ambusher,15,247,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1944
Longinus Battle Armor [Laser] (Sqd5),Longinus Battle Armor,[Laser] (Sqd5),Ambusher,18,332,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8567
Longinus Battle Armor [Laser] (Sqd6),Longinus Battle Armor,[Laser] (Sqd6),Ambusher,18,427,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8931
Longinus Battle Armor [MG] (Sqd4),Longinus Battle Armor,[MG] (Sqd4),Ambusher,14,215,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,1945
Longinus Battle Armor [MG] (Sqd5),Longinus Battle Armor,[MG] (Sqd5),Ambusher,17,289,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8568
Longinus Battle Armor [MG] (Sqd6),Longinus Battle Armor,[MG] (Sqd6),Ambusher,18,372,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8932
Longinus C Battle Armor [MRR] (Sqd4),Longinus C Battle Armor,[MRR] (Sqd4),Ambusher,18,376,ba,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8029
Longinus C Battle Armor [MRR] (Sqd5),Longinus C Battle Armor,[MRR] (Sqd5),Ambusher,21,506,ba,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,9213
Longinus C Battle Armor [MRR] (Sqd6),Longinus C Battle Armor,[MRR] (Sqd6),Ambusher,21,651,ba,1,1,"6""j",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,9529
Longinus C Battle Armor [PPC] (Sqd4),Longinus C Battle Armor,[PPC] (Sqd4),Ambusher,16,203,ba,1,1,"6""j",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,8030
Longinus C Battle Armor [PPC] (Sqd5),Longinus C Battle Armor,[PPC] (Sqd5),Ambusher,19,273,ba,1,1,"6""j",2,1,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,9214
Longinus C Battle Armor [PPC] (Sqd6),Longinus C Battle Armor,[PPC] (Sqd6),Ambusher,21,554,ba,1,1,"6""j",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/pLBFFH7/longinus-3058u.png,9531
Oni Battle Armor [Bearhunter] (Sqd4),Oni Battle Armor,[Bearhunter] (Sqd4),Ambusher,11,267,BA,1,1,"6""f",2,0,0,0,1,2,"AM,CAR4,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,6368
Oni Battle Armor [Bearhunter] (Sqd5),Oni Battle Armor,[Bearhunter] (Sqd5),Ambusher,13,359,BA,1,1,"6""f",2,0,0,0,2,2,"AM,CAR5,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,8740
Oni Battle Armor [Bearhunter] (Sqd6),Oni Battle Armor,[Bearhunter] (Sqd6),Ambusher,13,462,BA,1,1,"6""f",2,0,0,0,2,2,"AM,CAR6,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,9103
Oni Battle Armor [MRR] (Sqd4),Oni Battle Armor,[MRR] (Sqd4),Ambusher,15,387,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR4,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,6365
Oni Battle Armor [MRR] (Sqd5),Oni Battle Armor,[MRR] (Sqd5),Ambusher,17,521,BA,1,1,"6""f",2,2,0,0,2,2,"AM,CAR5,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,8737
Oni Battle Armor [MRR] (Sqd6),Oni Battle Armor,[MRR] (Sqd6),Ambusher,17,670,BA,1,1,"6""f",2,2,0,0,2,2,"AM,CAR6,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,9100
Oni Battle Armor [Narc] (Sqd4),Oni Battle Armor,[Narc] (Sqd4),Ambusher,10,299,BA,1,1,"6""f",0,0,0,0,1,2,"AM,CAR4,CNARC,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,6367
Oni Battle Armor [Narc] (Sqd5),Oni Battle Armor,[Narc] (Sqd5),Ambusher,12,402,BA,1,1,"6""f",0,0,0,0,2,2,"AM,CAR5,CNARC,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,8739
Oni Battle Armor [Narc] (Sqd6),Oni Battle Armor,[Narc] (Sqd6),Ambusher,12,517,BA,1,1,"6""f",0,0,0,0,2,2,"AM,CAR6,CNARC,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,9102
Oni Battle Armor [PPC] (Sqd4),Oni Battle Armor,[PPC] (Sqd4),Ambusher,12,347,BA,1,1,"6""f",1,1,0,0,1,2,"AM,CAR4,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,6366
Oni Battle Armor [PPC] (Sqd5),Oni Battle Armor,[PPC] (Sqd5),Ambusher,14,467,BA,1,1,"6""f",1,1,0,0,2,2,"AM,CAR5,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,8738
Oni Battle Armor [PPC] (Sqd6),Oni Battle Armor,[PPC] (Sqd6),Ambusher,14,601,BA,1,1,"6""f",1,1,0,0,2,2,"AM,CAR6,FR,LECM,MEC",https://i.ibb.co/nzptQMT/oni-3145.png,9101
Purifier Adaptive Battle Armor [Laser] (Sqd4),Purifier Adaptive Battle Armor,[Laser] (Sqd4),Ambusher,19,269,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,2603
Purifier Adaptive Battle Armor [Laser] (Sqd5),Purifier Adaptive Battle Armor,[Laser] (Sqd5),Ambusher,19,362,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR5,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8569
Purifier Adaptive Battle Armor [Laser] (Sqd6),Purifier Adaptive Battle Armor,[Laser] (Sqd6),Ambusher,19,466,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR6,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8933
Purifier Adaptive Battle Armor [Narc] (Sqd4),Purifier Adaptive Battle Armor,[Narc] (Sqd4),Ambusher,14,197,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,CNARC,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,2604
Purifier Adaptive Battle Armor [Narc] (Sqd5),Purifier Adaptive Battle Armor,[Narc] (Sqd5),Ambusher,14,265,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR5,CNARC,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8570
Purifier Adaptive Battle Armor [Narc] (Sqd6),Purifier Adaptive Battle Armor,[Narc] (Sqd6),Ambusher,14,341,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR6,CNARC,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8934
Purifier Adaptive Battle Armor [PPC] (Sqd4),Purifier Adaptive Battle Armor,[PPC] (Sqd4),Ambusher,16,245,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR4,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,2605
Purifier Adaptive Battle Armor [PPC] (Sqd5),Purifier Adaptive Battle Armor,[PPC] (Sqd5),Ambusher,16,330,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR5,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8571
Purifier Adaptive Battle Armor [PPC] (Sqd6),Purifier Adaptive Battle Armor,[PPC] (Sqd6),Ambusher,16,424,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR6,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8935
Purifier Adaptive Battle Armor [TAG] (Sqd4),Purifier Adaptive Battle Armor,[TAG] (Sqd4),Ambusher,14,133,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,LTAG,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,2606
Purifier Adaptive Battle Armor [TAG] (Sqd5),Purifier Adaptive Battle Armor,[TAG] (Sqd5),Ambusher,14,179,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR5,LTAG,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8572
Purifier Adaptive Battle Armor [TAG] (Sqd6),Purifier Adaptive Battle Armor,[TAG] (Sqd6),Ambusher,14,230,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR6,LTAG,MAS,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8936
Purifier Terra Battle Armor [AP Gauss] (Sqd4),Purifier Terra Battle Armor,[AP Gauss] (Sqd4),Ambusher,18,344,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,5617
Purifier Terra Battle Armor [AP Gauss] (Sqd5),Purifier Terra Battle Armor,[AP Gauss] (Sqd5),Ambusher,21,463,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8713
Purifier Terra Battle Armor [AP Gauss] (Sqd6),Purifier Terra Battle Armor,[AP Gauss] (Sqd6),Ambusher,21,595,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,9077
Purifier Terra Battle Armor [ERSL] (Sqd4),Purifier Terra Battle Armor,[ERSL] (Sqd4),Ambusher,18,424,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,5614
Purifier Terra Battle Armor [ERSL] (Sqd5),Purifier Terra Battle Armor,[ERSL] (Sqd5),Ambusher,21,571,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8710
Purifier Terra Battle Armor [ERSL] (Sqd6),Purifier Terra Battle Armor,[ERSL] (Sqd6),Ambusher,24,734,BA,1,1,"6""j",3,3,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,9074
Purifier Terra Battle Armor [MRR] (Sqd4),Purifier Terra Battle Armor,[MRR] (Sqd4),Ambusher,18,328,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,5615
Purifier Terra Battle Armor [MRR] (Sqd5),Purifier Terra Battle Armor,[MRR] (Sqd5),Ambusher,21,441,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8711
Purifier Terra Battle Armor [MRR] (Sqd6),Purifier Terra Battle Armor,[MRR] (Sqd6),Ambusher,21,568,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,9075
Purifier Terra Battle Armor [SPL] (Sqd4),Purifier Terra Battle Armor,[SPL] (Sqd4),Ambusher,18,368,BA,1,1,"6""j",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,5616
Purifier Terra Battle Armor [SPL] (Sqd5),Purifier Terra Battle Armor,[SPL] (Sqd5),Ambusher,21,495,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,8712
Purifier Terra Battle Armor [SPL] (Sqd6),Purifier Terra Battle Armor,[SPL] (Sqd6),Ambusher,21,637,BA,1,1,"6""j",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/kSSzFjH/purifier-3058u.png,9076
Quirinus Battle Armor [David] (Sqd4),Quirinus Battle Armor,[David] (Sqd4),Ambusher,14,256,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,6644
