name,internal_name,display_name,lookup_names,short_range,medium_range,long_range,extreme_range,minimum_range,rack_size,damage,cluster_damage,cluster_size,heat,tonnage,criticals,ammo_type,weapon_class,parent_class,file_path,tech_base,bv,cost,is_lbx
Shotgun (Pump-Action),InfantryShotgunPumpActionWeapon,,"['Shotgun (Pump-Action)', 'InfantryShotgunPumpActionWeapon', 'InfantryPumpShotgun', 'Pump Action Shotgun']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunPumpActionWeapon.java,IS,0,40,False
Shotgun (Risen-15),InfantryShotgunRisen15,,"['Shotgun (Risen-15)', 'InfantryShotgunRisen15', 'Risen-15']",0,0,0,0,0,0,0.0,0.0,0,0,0.0039,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunRisen15.java,IS,0,250,False
"Shotgun (Double-Barrel, Sawed Off)",InfantryShotgunSawnoffDoubleBarrelWeapon,,"['Shotgun (Double-Barrel, Sawed Off)', 'InfantryShotgunSawnoffDoubleBarrelWeapon', 'InfantryDoubleSawnOff', 'Double Barrel Sawed-off Shotgun']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunSawnoffDoubleBarrelWeapon.java,IS,0,30,False
"Shotgun (Pump-Action, Sawed Off)",InfantryShotgunSawnoffPumpActionWeapon,,"['Shotgun (Pump-Action, Sawed Off)', 'InfantryShotgunSawnoffPumpActionWeapon', 'InfantryPumpSawnOff', 'Pump Action Sawed-Off Shotgun']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunSawnoffPumpActionWeapon.java,IS,0,40,False
Shotgun (SD Type-31),InfantryShotgunSDType31,,"['Shotgun (SD Type-31)', 'InfantryShotgunSDType31', 'SD Type-31']",0,0,0,0,0,0,0.0,0.0,0,0,0.003,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunSDType31.java,IS,0,450,False
Shotgun (SGM-3),InfantryShotgunSGM3,,"['Shotgun (SGM-3)', 'InfantryShotgunSGM3', 'SGM-3']",0,0,0,0,0,0,0.0,0.0,0,0,0.0029,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunSGM3.java,IS,0,1000,False
Shotgun (SGS-9),InfantryShotgunSGS9,,"['Shotgun (SGS-9)', 'InfantryShotgunSGS9', 'SGS-9']",0,0,0,0,0,0,0.0,0.0,0,0,0.0027,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunSGS9.java,IS,0,1200,False
Shotgun (SGS-9E),InfantryShotgunSGS9E,,"['Shotgun (SGS-9E)', 'InfantryShotgunSGS9E', 'SGS-9E']",0,0,0,0,0,0,0.0,0.0,0,0,0.0045,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunSGS9E.java,IS,1,1500,False
Shotgun (Wakazashi O-12),InfantryShotgunWakazashiWeapon,,"['Shotgun (Wakazashi O-12)', 'InfantryShotgunWakazashiWeapon', 'WakazashiO12']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunWakazashiWeapon.java,IS,0,180,False
Shotgun (Wrangleman Tri-Barrel),InfantryShotgunWranglemanTriBarrel,,"['Shotgun (Wrangleman Tri-Barrel)', 'InfantryShotgunWranglemanTriBarrel', 'Wrangleman Tri-Barrel']",0,0,0,0,0,0,0.0,0.0,0,0,0.003,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantryShotgunWranglemanTriBarrel.java,IS,0,750,False
SMG (AWA Starling Mk7),InfantrySMGAWAStarlingMk7,,"['SMG (AWA Starling Mk7)', 'InfantrySMGAWAStarlingMk7', 'AWA Starling Mk7']",0,0,0,0,0,0,0.0,0.0,0,0,0.0029,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGAWAStarlingMk7.java,IS,0,300,False
SMG (AWA Starling Mk7-LB),InfantrySMGAWAStarlingMk7LB,,"['SMG (AWA Starling Mk7-LB)', 'InfantrySMGAWAStarlingMk7LB', 'AWA Starling Mk7-LB']",0,0,0,0,0,0,0.0,0.0,0,0,0.0031,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGAWAStarlingMk7LB.java,IS,0,400,False
SMG (AWA Starling Mk7-SF),InfantrySMGAWAStarlingMk7SF,,"['SMG (AWA Starling Mk7-SF)', 'InfantrySMGAWAStarlingMk7SF', 'AWA Starling Mk7-SF']",0,0,0,0,0,0,0.0,0.0,0,0,0.0034,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGAWAStarlingMk7SF.java,IS,0,600,False
SMG (Blackfield Scorpion Mk 65),InfantrySMGBlackfieldScorpionMk65,,"['SMG (Blackfield Scorpion Mk 65)', 'InfantrySMGBlackfieldScorpionMk65', 'Blackfield Scorpion Mk 65']",0,0,0,0,0,0,0.0,0.0,0,0,0.0014,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGBlackfieldScorpionMk65.java,IS,0,420,False
SMG (Boudicca-4),InfantrySMGBoudicca4,,"['SMG (Boudicca-4)', 'InfantrySMGBoudicca4', 'Boudicca-4']",0,0,0,0,0,0,0.0,0.0,0,0,0.0025,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGBoudicca4.java,IS,0,300,False
SMG (Boudicca-5),InfantrySMGBoudicca5,,"['SMG (Boudicca-5)', 'InfantrySMGBoudicca5', 'Boudicca-5']",0,0,0,0,0,0,0.0,0.0,0,0,0.0023,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGBoudicca5.java,IS,0,500,False
SMG (Boudicca-7),InfantrySMGBoudicca7,,"['SMG (Boudicca-7)', 'InfantrySMGBoudicca7', 'Boudicca-7']",0,0,0,0,0,0,0.0,0.0,0,0,0.0021,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGBoudicca7.java,IS,1,700,False
Gauss Submachinegun,InfantrySMGClanGaussWeapon,,"['Gauss Submachinegun', 'InfantrySMGClanGaussWeapon', 'InfantryGaussSMG', 'InfantryClanGaussSMG']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGClanGaussWeapon.java,IS,1,2000,False
SMG (DSK Largo SGA),InfantrySMGDSKLargoSGA,,"['SMG (DSK Largo SGA)', 'InfantrySMGDSKLargoSGA', 'DSK Largo SGA']",0,0,0,0,0,0,0.0,0.0,0,0,0.0037,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGDSKLargoSGA.java,IS,0,600,False
SMG (DSK Largo SGB),InfantrySMGDSKLargoSGB,,"['SMG (DSK Largo SGB)', 'InfantrySMGDSKLargoSGB', 'DSK Largo SGB']",0,0,0,0,0,0,0.0,0.0,0,0,0.0035,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGDSKLargoSGB.java,IS,0,700,False
SMG (Gunther MP-20),InfantrySMGGuntherMP20Weapon,,"['SMG (Gunther MP-20)', 'InfantrySMGGuntherMP20Weapon', 'InfantryGuntherMP20', 'Gunther MP-20']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGGuntherMP20Weapon.java,IS,0,125,False
SMG (Houwei),InfantrySMGHouwei,,"['SMG (Houwei)', 'InfantrySMGHouwei', 'Houwei']",0,0,0,0,0,0,0.0,0.0,0,0,0.0035,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGHouwei.java,IS,0,250,False
SMG (Hunkle V),InfantrySMGHunkleV,,"['SMG (Hunkle V)', 'InfantrySMGHunkleV', 'Hunkle V']",0,0,0,0,0,0,0.0,0.0,0,0,0.0027,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGHunkleV.java,IS,1,600,False
SMG (Imperator 2894A1),InfantrySMGImperator2894A1Weapon,,"['SMG (Imperator 2894A1)', 'InfantrySMGImperator2894A1Weapon', 'InfantryImperator2894A1', 'Imperator 2894A1 SMG']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGImperator2894A1Weapon.java,IS,0,100,False
SMG (J-15 Hagel),InfantrySMGJ15Hagel,,"['SMG (J-15 Hagel)', 'InfantrySMGJ15Hagel', 'J-15 Hagel']",0,0,0,0,0,0,0.0,0.0,0,0,0.0027,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGJ15Hagel.java,IS,0,400,False
SMG (J-17 Hagel),InfantrySMGJ17Hagel,,"['SMG (J-17 Hagel)', 'InfantrySMGJ17Hagel', 'J-17 Hagel']",0,0,0,0,0,0,0.0,0.0,0,0,0.0023,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGJ17Hagel.java,IS,0,700,False
SMG (Jinse Yanjingshe (AP Rounds)),InfantrySMGJinseYanjingsheAPRounds,,"['SMG (Jinse Yanjingshe (AP Rounds))', 'InfantrySMGJinseYanjingsheAPRounds', 'Jinse Yanjingshe (AP Rounds)']",0,0,0,0,0,0,0.0,0.0,0,0,0.0031,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGJinseYanjingsheAPRounds.java,IS,1,675,False
SMG (Jinse Yanjingshe (Standard)),InfantrySMGJinseYanjingsheStandard,,"['SMG (Jinse Yanjingshe (Standard))', 'InfantrySMGJinseYanjingsheStandard', 'Jinse Yanjingshe (Standard)']",0,0,0,0,0,0,0.0,0.0,0,0,0.0031,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGJinseYanjingsheStandard.java,IS,1,675,False
SMG (KA-23 Subgun),InfantrySMGKA23SubgunWeapon,,"['SMG (KA-23 Subgun)', 'InfantrySMGKA23SubgunWeapon', 'InfantryKA23', 'KA-23 Subgun']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGKA23SubgunWeapon.java,IS,0,350,False
SMG (Nambu Type S-124),InfantrySMGNambuTypeS124,,"['SMG (Nambu Type S-124)', 'InfantrySMGNambuTypeS124', 'Nambu Type S-124']",0,0,0,0,0,0,0.0,0.0,0,0,0.0039,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGNambuTypeS124.java,IS,0,450,False
SMG (RFW Bedivere),InfantrySMGRFWBedivere,,"['SMG (RFW Bedivere)', 'InfantrySMGRFWBedivere', 'RFW Bedivere']",0,0,0,0,0,0,0.0,0.0,0,0,0.0012,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGRFWBedivere.java,IS,0,560,False
SMG (Rorynex RM-3/XXI),InfantrySMGRorynexRM3XXIWeapon,,"['SMG (Rorynex RM-3/XXI)', 'InfantrySMGRorynexRM3XXIWeapon', 'InfantryRorynexRM3XXI', 'Rorynex RM-3/XXI']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGRorynexRM3XXIWeapon.java,IS,0,80,False
SMG (Rugan),InfantrySMGRuganWeapon,,"['SMG (Rugan)', 'InfantrySMGRuganWeapon', 'InfantryRuganSMG', 'Rugan SMG']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGRuganWeapon.java,IS,0,100,False
SMG (Spartacus),InfantrySMGSpartacus,,"['SMG (Spartacus)', 'InfantrySMGSpartacus']",0,0,0,0,0,0,0.0,0.0,0,0,0.0028,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGSpartacus.java,IS,0,750,False
SMG (Sturm Hornet Mk III),InfantrySMGSturmHornetMkIII,,"['SMG (Sturm Hornet Mk III)', 'InfantrySMGSturmHornetMkIII', 'Sturm Hornet Mk III']",0,0,0,0,0,0,0.0,0.0,0,0,0.0034,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGSturmHornetMkIII.java,IS,0,750,False
SMG (Supekuta),InfantrySMGSupekuta,,"['SMG (Supekuta)', 'InfantrySMGSupekuta', 'Supekuta']",0,0,0,0,0,0,0.0,0.0,0,0,0.0025,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGSupekuta.java,IS,0,200,False
SMG (Tiberius),InfantrySMGTiberius,,"['SMG (Tiberius)', 'InfantrySMGTiberius', 'Tiberius']",0,0,0,0,0,0,0.0,0.0,0,0,0.003,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGTiberius.java,IS,1,600,False
SMG (WC-2),InfantrySMGWC2,,"['SMG (WC-2)', 'InfantrySMGWC2', 'WC-2']",0,0,0,0,0,0,0.0,0.0,0,0,0.0023,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGWC2.java,IS,0,700,False
SMG (WC-6),InfantrySMGWC6,,"['SMG (WC-6)', 'InfantrySMGWC6', 'WC-6']",0,0,0,0,0,0,0.0,0.0,0,0,0.0022,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGWC6.java,IS,0,800,False
Submachine Gun,InfantrySMGWeapon,,"['Submachine Gun', 'InfantrySMGWeapon', 'InfantrySMG', 'Submachinegun']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGWeapon.java,IS,0,80,False
SMG (Wolf-Barron A7),InfantrySMGWolfBarronA7,,"['SMG (Wolf-Barron A7)', 'InfantrySMGWolfBarronA7', 'Wolf-Barron A7']",0,0,0,0,0,0,0.0,0.0,0,0,0.0029,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySMGWolfBarronA7.java,IS,0,450,False
Sniper Rifle (Barton AMR (Anti-Armor)),InfantrySniperRifleBartonAMRAntiArmor,,"['Sniper Rifle (Barton AMR (Anti-Armor))', 'InfantrySniperRifleBartonAMRAntiArmor', 'Barton AMR (Anti-Armor)']",0,0,0,0,0,0,0.0,0.0,0,0,0.014,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleBartonAMRAntiArmor.java,IS,1,700,False
Sniper Rifle (Barton AMR (Standard)),InfantrySniperRifleBartonAMRStandard,,"['Sniper Rifle (Barton AMR (Standard))', 'InfantrySniperRifleBartonAMRStandard', 'Barton AMR (Standard)']",0,0,0,0,0,0,0.0,0.0,0,0,0.014,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleBartonAMRStandard.java,IS,0,700,False
Sniper Rifle (FNF-J12 (Dark Caste)),InfantrySniperRifleFNFJ12DarkCaste,,"['Sniper Rifle (FNF-J12 (Dark Caste))', 'InfantrySniperRifleFNFJ12DarkCaste', 'FNF-J12 (Dark Caste)']",0,0,0,0,0,0,0.0,0.0,0,0,0.006,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleFNFJ12DarkCaste.java,IS,0,3500,False
Sniper Rifle (FNF-J12 (SLDF)),InfantrySniperRifleFNFJ12SLDF,,"['Sniper Rifle (FNF-J12 (SLDF))', 'InfantrySniperRifleFNFJ12SLDF', 'FNF-J12 (SLDF)']",0,0,0,0,0,0,0.0,0.0,0,0,0.006,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleFNFJ12SLDF.java,IS,0,3500,False
Sniper Rifle (Hammel Marksman),InfantrySniperRifleHammelMarksman,,"['Sniper Rifle (Hammel Marksman)', 'InfantrySniperRifleHammelMarksman', 'Hammel Marksman']",0,0,0,0,0,0,0.0,0.0,0,0,0.005,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleHammelMarksman.java,IS,0,500,False
Sniper Rifle (Lancelot Mk V),InfantrySniperRifleLancelotMkV,,"['Sniper Rifle (Lancelot Mk V)', 'InfantrySniperRifleLancelotMkV', 'Lancelot Mk V']",0,0,0,0,0,0,0.0,0.0,0,0,0.006,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleLancelotMkV.java,IS,0,400,False
Sniper Rifle (LRS-53 Sniper Rifle),InfantrySniperRifleLRS53SniperRifle,,"['Sniper Rifle (LRS-53 Sniper Rifle)', 'InfantrySniperRifleLRS53SniperRifle', 'LRS-53 Sniper Rifle']",0,0,0,0,0,0,0.0,0.0,0,0,0.006,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleLRS53SniperRifle.java,IS,0,1000,False
Sniper Rifle (Minolta 9000 Advanced Sniper System),InfantrySniperRifleMinolta9000Weapon,,"['Sniper Rifle (Minolta 9000 Advanced Sniper System)', 'InfantrySniperRifleMinolta9000Weapon', 'InfantryMinolta9000', 'Minolta 9000 Advanced Sniper System', 'Rifle (Minolta 9000 Advanced Sniper System)']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleMinolta9000Weapon.java,IS,1,1000,False
Sniper Rifle (Praetorian S-3),InfantrySniperRiflePraetorianS3,,"['Sniper Rifle (Praetorian S-3)', 'InfantrySniperRiflePraetorianS3', 'Praetorian S-3']",0,0,0,0,0,0,0.0,0.0,0,0,0.008,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRiflePraetorianS3.java,IS,0,400,False
Sniper Rifle (Praetorian S-5),InfantrySniperRiflePraetorianS5,,"['Sniper Rifle (Praetorian S-5)', 'InfantrySniperRiflePraetorianS5', 'Praetorian S-5']",0,0,0,0,0,0,0.0,0.0,0,0,0.007,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRiflePraetorianS5.java,IS,1,600,False
Sniper Rifle (Radium Sniper),InfantrySniperRifleRadiumLaserWeapon,,"['Sniper Rifle (Radium Sniper)', 'InfantrySniperRifleRadiumLaserWeapon', 'InfantryRadiumSniper', 'Radium Sniper Rifle', 'Rifle (Radium Sniper)']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleRadiumLaserWeapon.java,IS,2,9500,False
Sniper Rifle (Sairentosutomu),InfantrySniperRifleSairentosutomu,,"['Sniper Rifle (Sairentosutomu)', 'InfantrySniperRifleSairentosutomu', 'Sairentosutomu']",0,0,0,0,0,0,0.0,0.0,0,0,0.007,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleSairentosutomu.java,IS,0,900,False
Sniper Rifle (Bolt Action),InfantrySniperRifleSniperWeapon,,"['Sniper Rifle (Bolt Action)', 'InfantrySniperRifleSniperWeapon', 'InfantryBoltActionSniperRifle', 'Infantry Sniper Rifle', 'Rifle (Sniper)']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleSniperWeapon.java,IS,0,350,False
Sniper Rifle (SR-17 Suns Killer),InfantrySniperRifleSR17SunsKiller,,"['Sniper Rifle (SR-17 Suns Killer)', 'InfantrySniperRifleSR17SunsKiller', 'SR-17 Suns Killer']",0,0,0,0,0,0,0.0,0.0,0,0,0.006,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleSR17SunsKiller.java,IS,0,600,False
Sniper Rifle (Thorshammer),InfantrySniperRifleThorshammer,,"['Sniper Rifle (Thorshammer)', 'InfantrySniperRifleThorshammer', 'Thorshammer']",0,0,0,0,0,0,0.0,0.0,0,0,0.007,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleThorshammer.java,IS,0,750,False
Sniper Rifle (Wilimton RS-14),InfantrySniperRifleWilimtonRS14,,"['Sniper Rifle (Wilimton RS-14)', 'InfantrySniperRifleWilimtonRS14', 'Wilimton RS-14']",0,0,0,0,0,0,0.0,0.0,0,0,0.007,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleWilimtonRS14.java,IS,0,1500,False
Sniper Rifle (Wilimton RS-17 (Stripped)),InfantrySniperRifleWilimtonRS17Stripped,,"['Sniper Rifle (Wilimton RS-17 (Stripped))', 'InfantrySniperRifleWilimtonRS17Stripped', 'Wilimton RS-17 (Stripped)']",0,0,0,0,0,0,0.0,0.0,0,0,0.009,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleWilimtonRS17Stripped.java,IS,1,2000,False
Sniper Rifle (Yuan Ling),InfantrySniperRifleYuanLing,,"['Sniper Rifle (Yuan Ling)', 'InfantrySniperRifleYuanLing', 'Yuan Ling']",0,0,0,0,0,0,0.0,0.0,0,0,0.006,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperRifleYuanLing.java,IS,0,1000,False
Sniper Rifle (Stalker Sniper Rifle),InfantrySniperStalkerWeapon,,"['Sniper Rifle (Stalker Sniper Rifle)', 'InfantrySniperStalkerWeapon', 'StalkerInfantryRifle', 'Rifle (Stalker Sniper Rifle)']",0,0,0,0,0,0,1.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\infantry\InfantrySniperStalkerWeapon.java,IS,0,5000,False
