UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,CAR,BA,PMECH,TUR,AMS,ECM2,ECM6,PRB,IF,APC,ART,STL,MHQ,,,,,,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
BattleArmor,Grenadier Battle Armor,Grenadier Battle Armor [LRR],,Grenadier Battle Armor,[LRR],,13,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,13,16,CAR4 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,BA Recoilless Rifle (Light),4,2,2/4/6,SRM 4,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,12x2,,,,,,,,,,,,,,,,,
BattleArmor,Grenadier Battle Armor,Grenadier Battle Armor [MagShot],,Grenadier Battle Armor,[MagShot],,13,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,13,16,CAR4 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [Magshot],4,2,3/6/9,SRM 4,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,12x2,,,,,,,,,,,,,,,,,
BattleArmor,Hauberk Battle Armor,Hauberk Battle Armor,,Hauberk Battle Armor,,,13,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,13,16,CAR4 IF1 STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,IF1,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, IF1, STL",,,,Small Laser,4,3,1/2/3,LRM 5,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,4x3,3x5,,,,,,,,,,,,,,,,,
BattleArmor,IS Standard Battle Armor,IS Standard Battle Armor [Magnetic],,IS Standard Battle Armor,[Magnetic],,13,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,6,5,13,16,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,IS Standard Battle Armor,IS Standard Battle Armor [SRM],,IS Standard Battle Armor,[SRM],,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,13,16,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,,,,,,,,,,,,,
BattleArmor,Kopis Assault Battle Armor,Kopis Assault Battle Armor (Anti-Infantry),,Kopis Assault Battle Armor,(Anti-Infantry),,13,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,13,16,CAR4 HT1/-/-,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Pulse Laser,4,6,2/4/6,Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x6,4x2,,,,,,,,,,,,,,,,,
BattleArmor,Longinus Battle Armor,Longinus Battle Armor 'Hacked' [David],,Longinus Battle Armor,Hacked' [David],,13,,BattleArmor,,,,,,,,2J,1,A,2,SS,0,6,5,13,16,AM CAR4 C3I MEC MHQ2,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Raiden Battle Armor,Raiden Battle Armor [MRM],,Raiden Battle Armor,[MRM],,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,13,16,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,MRM 1,1,5,3/8/15,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,,,,,,,,,,,
BattleArmor,Raiden Battle Armor,Raiden Battle Armor [Tsunami],,Raiden Battle Armor,[Tsunami],,13,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,13,16,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [Tsunami],4,1,2/4/5,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Resgate PA(L),Resgate PA(L),,Resgate PA(L),,,11,,BattleArmor,,,,,,,,3J,0,,2,SS,+1,5,4,13,16,CAR4 FR MEC RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Resgate PA(L),Resgate PA(L) (Support),,Resgate PA(L),(Support),,11,,BattleArmor,,,,,,,,3J,0,,2,SS,+1,5,4,13,16,CAR4 FR MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Light),5,1,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,5x1,,,,,,,,,,,,,,,,,,
BattleArmor,Rogue Bear Heavy Battle Armor,Rogue Bear Heavy Battle Armor (Upgrade),,Rogue Bear Heavy Battle Armor,(Upgrade),,11,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,5,4,13,16,CAR4 MEC RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),10,2,1/2/3,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,10x2,10x2,,,,,,,,,,,,,,,,,
BattleArmor,Rottweiler Battle Armor,Rottweiler Battle Armor,,Rottweiler Battle Armor,,,13,,BattleArmor,,,,,,,,5F,1,A,2,SS,+2,6,5,13,16,CAR4 RCN STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Small Laser,4,3,1/2/3,Needler (Firedrake),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,4x3,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Sea Fox Amphibious Armor,Sea Fox Amphibious Armor,,Sea Fox Amphibious Armor,,,13,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,13,16,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,SRM 1 (OS),4,2,3/6/9,Machine Gun (Light),4,1,2/4/6,,,,,,,,,,,,,,,,,,,,,4x2,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Shen Long Battle Armor,Shen Long Battle Armor [Interdictor],,Shen Long Battle Armor,[Interdictor],,13,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,13,16,CAR4 HT2/-/- LECM MAS,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,Flamer [BA],8,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,,,,,,,,,,,,,
BattleArmor,Spectre Stealth Battle Armor,Spectre Stealth Battle Armor,,Spectre Stealth Battle Armor,,,13,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,13,16,AM CAR4 STL XMEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
BattleArmor,Sylph Battle Armor,Sylph Battle Armor,,Sylph Battle Armor,,,11,,BattleArmor,,,,,,,,5V,1,A,2,SS,+2,5,4,13,16,AM ATMO BOMB1 CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Micro Pulse Laser,5,3,1/2/3,Bomb Rack (Micro),5,2,1/2/4,,,,,,,,,,,,,,,,,,,,,5x3,5x2,,,,,,,,,,,,,,,,,
BattleArmor,Sylph Battle Armor,Sylph Battle Armor (Upgrade),,Sylph Battle Armor,(Upgrade),,11,,BattleArmor,,,,,,,,5V,1,A,2,SS,+2,5,4,13,16,AM ATMO CAR4 MEC SRCH,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Heavy),5,3,1/2/2,Machine Gun (Medium),5,2,1/2/3,,,,,,,,,,,,,,,,,,,,,5x3,5x2,,,,,,,,,,,,,,,,,
BattleArmor,Tengu Heavy Battle Armor,Tengu Heavy Battle Armor (SVSP),,Tengu Heavy Battle Armor,(SVSP),,13,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,6,5,13,16,CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Small VSP Laser,4,4,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x4,,,,,,,,,,,,,,,,,,
BattleArmor,Tengu Heavy Battle Armor,Tengu Heavy Battle Armor [ML],,Tengu Heavy Battle Armor,[ML],,13,,BattleArmor,,,,,,,,2J,2,AA,2,SS,0,6,5,13,16,CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Tornado PA(L),Tornado PA(L) G17,,Tornado PA(L),G17,,13,,BattleArmor,,,,,,,,7V,0,,2,SS,+3,6,5,13,16,AM ATMO CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Undine Battle Armor,Undine Battle Armor,,Undine Battle Armor,,,11,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,5,4,13,16,AM CAR4 IF0* MEC SRCH SUB,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Micro Laser,5,2,1/2/4,LRM 5 (OS),4,5,7/14/21,,,,,,,,,,,,,,,,,,,,,5x2,4x5,,,,,,,,,,,,,,,,,
BattleArmor,Wraith Battle Armor,Wraith Battle Armor,,Wraith Battle Armor,,,11,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,13,16,AM CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Machine Gun (Medium),10,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,10x2,,,,,,,,,,,,,,,,,,
BattleArmor,Xiphos Assault Battle Armor,Xiphos Assault Battle Armor C,,Xiphos Assault Battle Armor,C,,13,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,13,16,CAR4 HT2/-/- RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Heavy Flamer [BA],4,4,2/3/4,,,,,,,,,,,,,,,,,,,,,,,,,4x4,,,,,,,,,,,,,,,,,,
BattleArmor,Afreet Medium Battle Armor,Afreet Medium Battle Armor (Interdictor),,Afreet Medium Battle Armor,(Interdictor),,12,,BattleArmor,,,,,,,,4J,1,A,2,SS,+1,5,4,14,17,AM CAR4 FR LECM MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,Machine Gun (Heavy),5,3,1/2/2,,,,,,,,,,,,,,,,,,,,,,,,,5x3,,,,,,,,,,,,,,,,,,
BattleArmor,Black Wolf Battle Armor,Black Wolf Battle Armor [Heavy Flamer],,Black Wolf Battle Armor,[Heavy Flamer],,12,,BattleArmor,,,,,,,,1J,1,A,2,SS,0,5,4,14,17,CAR4 HT2/-/- MEC RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Heavy Flamer [BA],5,4,2/3/4,,,,,,,,,,,,,,,,,,,,,,,,,5x4,,,,,,,,,,,,,,,,,,
BattleArmor,Callisto Battle Armor,Callisto Battle Armor A [Bearhunter],,Callisto Battle Armor,A [Bearhunter],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,5,4,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Medium Laser,5,7,5/10/15,Machine Gun (Bearhunter AC),5,3,1/2/3,,,,,,,,,,,,,,,,,,,,,5x7,5x3,,,,,,,,,,,,,,,,,
BattleArmor,Callisto Battle Armor,Callisto Battle Armor A [ER Laser],,Callisto Battle Armor,A [ER Laser],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,5,4,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Medium Laser,5,7,5/10/15,ER Micro Laser,5,2,1/2/4,,,,,,,,,,,,,,,,,,,,,5x7,5x2,,,,,,,,,,,,,,,,,
BattleArmor,Callisto Battle Armor,Callisto Battle Armor A [HMG],,Callisto Battle Armor,A [HMG],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,5,4,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Medium Laser,5,7,5/10/15,Machine Gun (Heavy),5,3,1/2/2,,,,,,,,,,,,,,,,,,,,,5x7,5x3,,,,,,,,,,,,,,,,,
BattleArmor,Callisto Battle Armor,Callisto Battle Armor B [MRR],,Callisto Battle Armor,B [MRR],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,5,4,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Small Laser,5,5,2/4/6,BA Recoilless Rifle (Medium),5,3,2/4/6,,,,,,,,,,,,,,,,,,,,,5x5,5x3,,,,,,,,,,,,,,,,,
BattleArmor,Callisto Battle Armor,Callisto Battle Armor B [SRM],,Callisto Battle Armor,B [SRM],,12,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,5,4,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Small Laser,5,5,2/4/6,SRM 4,15,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x5,15x2,,,,,,,,,,,,,,,,,
BattleArmor,Constable Pacification Suit,Constable Pacification Suit [LMG],,Constable Pacification Suit,[LMG],,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,14,17,AM CAR4 MEC RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Light),5,1,2/4/6,Grenade Launcher (Heavy),10,1,1/2/3,,,,,,,,,,,,,,,,,,,,,5x1,10x1,,,,,,,,,,,,,,,,,
BattleArmor,Corona Heavy Battle Armor,Corona Heavy Battle Armor,,Corona Heavy Battle Armor,,,12,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,5,4,14,17,CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Pulse Laser,5,7,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,5x7,,,,,,,,,,,,,,,,,,
BattleArmor,Elemental Battle Armor,Elemental Battle Armor (Space) [MG],,Elemental Battle Armor,(Space) [MG],,12,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,5,4,14,17,AM CAR4 MEC SOA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),5,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,5x2,,,,,,,,,,,,,,,,,,
BattleArmor,Fenrir Battle Armor,Fenrir Battle Armor [ERML],,Fenrir Battle Armor,[ERML],,14,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Medium Laser,4,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,,,,,,,,,,,,,
BattleArmor,Fenrir Battle Armor,Fenrir Battle Armor [SRM],,Fenrir Battle Armor,[SRM],,14,,BattleArmor,,,,,,,,4F,1,A,2,SS,+1,6,5,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 4,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,12x2,,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Strike Suit,Gray Death Strike Suit,,Gray Death Strike Suit,,,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,AM CAR4 LTAG MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,SRM 3,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,12x2,,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Strike Suit,Gray Death Strike Suit (HarJel),,Gray Death Strike Suit,(HarJel),,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,AM CAR4 LTAG MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Needler (Firedrake),5,1,1/2/3,SRM 3,15,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x1,15x2,,,,,,,,,,,,,,,,,
BattleArmor,Gray Death Strike Suit,Gray Death Strike Suit (Prototype),,Gray Death Strike Suit,(Prototype),,14,,BattleArmor,,,,,,,,3F,1,A,2,SS,+1,6,5,14,17,AM CAR4 LTAG MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Advanced SRM 3,4,2,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,
BattleArmor,Grenadier Battle Armor,Grenadier Battle Armor [Heavy Flamer],,Grenadier Battle Armor,[Heavy Flamer],,14,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,14,17,CAR4 HT2/-/- STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Heavy Flamer [BA],8,4,2/3/4,,,,,,,,,,,,,,,,,,,,,,,,,8x4,,,,,,,,,,,,,,,,,,
BattleArmor,Grenadier II Battle Armor,Grenadier II Battle Armor C,,Grenadier II Battle Armor,C,,14,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,14,17,CAR4 HT1/-/- MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,Flamer [BA],4,2,1/2/3,Medium Laser,4,5,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,4x5,,,,,,,,,,,,,,,,,
BattleArmor,Infiltrator Mk. II Battle Armor,Infiltrator Mk. II Battle Armor (Sensor),,Infiltrator Mk. II Battle Armor,(Sensor),,14,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,14,17,AM CAR4 LECM MEC PAR RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,ECM2,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, ECM2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Kanazuchi Assault Battle Armor,Kanazuchi Assault Battle Armor 'Cyclops',,Kanazuchi Assault Battle Armor,Cyclops',,14,,BattleArmor,,,,,,,,2F,2,AA,2,SS,0,6,5,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,ER Medium Pulse Laser,4,7,5/9/14,,,,,,,,,,,,,,,,,,,,,,,,,4x7,,,,,,,,,,,,,,,,,,
BattleArmor,Kopis Assault Battle Armor,Kopis Assault Battle Armor 'The Dark Alley',,Kopis Assault Battle Armor,The Dark Alley',,14,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,14,17,CAR4,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Medium Laser,8,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x5,,,,,,,,,,,,,,,,,,
BattleArmor,Kopis Assault Battle Armor,Kopis Assault Battle Armor (AI Mk II),,Kopis Assault Battle Armor,(AI Mk II),,14,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,14,17,CAR4 RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,BA Recoilless Rifle (Heavy),8,3,3/5/7,Grenade Launcher (Heavy),8,1,1/2/3,,,,,,,,,,,,,,,,,,,,,8x3,8x1,,,,,,,,,,,,,,,,,
BattleArmor,Kopis Assault Battle Armor,Kopis Assault Battle Armor (AI Mk IIr),,Kopis Assault Battle Armor,(AI Mk IIr),,14,,BattleArmor,,,,,,,,1F,1,A,2,SS,0,6,5,14,17,CAR4 RCA RCN,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Grenade Launcher (Heavy),8,1,1/2/3,BA Recoilless Rifle (Medium),8,3,2/4/6,,,,,,,,,,,,,,,,,,,,,8x1,8x3,,,,,,,,,,,,,,,,,
BattleArmor,Longinus Battle Armor,Longinus Battle Armor [David],,Longinus Battle Armor,[David],,14,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,14,17,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [David],4,1,3/5/8,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x1,8x2,,,,,,,,,,,,,,,,,
BattleArmor,Longinus Battle Armor,Longinus Battle Armor [MG],,Longinus Battle Armor,[MG],,14,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,14,17,AM CAR4 MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Machine Gun (Medium),4,2,1/2/3,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,8x2,,,,,,,,,,,,,,,,,
BattleArmor,Phalanx Battle Armor,Phalanx Battle Armor (B),,Phalanx Battle Armor,(B),,14,,BattleArmor,,,,,,,,2F,1,A,2,SS,0,6,5,14,17,BTAS1 CAR4 MEC STL,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,STL,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM, STL",,,,SRM 4,12,2,3/6/9,Battle Armor Taser,4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,12x2,4x1,,,,,,,,,,,,,,,,,
BattleArmor,Purifier Adaptive Battle Armor,Purifier Adaptive Battle Armor [Narc],,Purifier Adaptive Battle Armor,[Narc],,14,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,14,17,AM CAR4 CNARC MAS MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Purifier Adaptive Battle Armor,Purifier Adaptive Battle Armor [TAG],,Purifier Adaptive Battle Armor,[TAG],,14,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,14,17,AM CAR4 LTAG MAS MEC,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BattleArmor,Quirinus Battle Armor,Quirinus Battle Armor [David],,Quirinus Battle Armor,[David],,14,,BattleArmor,,,,,,,,3J,1,A,2,SS,+1,6,5,14,17,AM CAR4 LTAG MEC RCA,CAR4,"MECH, NIMB, SPOT, SWRM",,,,,,,,,,,,,,,,,,,,,"CAR4, MECH, NIMB, SPOT, SWRM",,,,Gauss Rifle [David],4,1,3/5/8,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,,,,,,,,,,,,,
