UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7
Vehicle,MIT24 MASH Vehicle,MIT24 MASH Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Flamer,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,MRM Carrier,MRM Carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,MRM 30,9,5,3/8/15,,,,,,,,,,,,,,,,,,,,,,,,,9x5,,,,,,
Vehicle,Magellan Series Four,Magellan Series Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Magi Infantry Support Vehicle,Magi Infantry Support Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Medium Laser,3,5,3/6/9,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,3x5,2x2,,,,,
Vehicle,Magi Infantry Support Vehicle (UCSV),Magi Infantry Support Vehicle (UCSV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Medium Laser,3,5,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,3x5,4x2,,,,,
Vehicle,Main Gauche Light Support Tank,Main Gauche Light Support Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Light Gauss Rifle,1,8,8/17/25,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x8,2x2,,,,,
Vehicle,Main Gauche Light Support Tank (C3),Main Gauche Light Support Tank (C3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Light Gauss Rifle,1,8,8/17/25,ER Small Laser,1,3,2/4/5,,,,,,,,,,,,,,,,,,,,,1x8,1x3,,,,,
Vehicle,Main Gauche Light Support Tank (XL),Main Gauche Light Support Tank (XL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Light Gauss Rifle,1,8,8/17/25,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x8,2x2,,,,,
Vehicle,Main Gauche Light Support Tank IFV,Main Gauche Light Support Tank IFV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Light Machine Gun,4,1,2/4/6,Plasma Rifle,1,10,6/14/22,,,,,,,,,,,,,,,,,,,,,4x1,1x10,,,,,
Vehicle,Mamono IFV,Mamono IFV,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,3,Light Machine Gun,2,1,2/4/6,Snub-Nose PPC,1,10,9/13/15,MRM 40,4,5,3/8/15,,,,,,,,,,,,,,,,,2x1,1x10,4x5,,,,
Vehicle,Manta Fast Attack Submarine,Manta Fast Attack Submarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ER Large Laser,1,8,7/14/19,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,
Vehicle,Manta Fast Attack Submarine (Support),Manta Fast Attack Submarine (Support),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
Vehicle,Manteuffel Attack Tank A,Manteuffel Attack Tank A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Medium Laser,2,5,3/6/9,ER Small Laser,1,3,2/4/5,,,,,,,,,,,,,,,,,,,,,2x5,1x3,,,,,
Vehicle,Manteuffel Attack Tank B,Manteuffel Attack Tank B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ER Small Laser,3,3,2/4/5,,,,,,,,,,,,,,,,,,,,,,,,,3x3,,,,,,
Vehicle,Manteuffel Attack Tank C,Manteuffel Attack Tank C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,2,2,1/2/3,Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,,,,,2x2,1x15,,,,,
Vehicle,Manteuffel Attack Tank D,Manteuffel Attack Tank D,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,2,LRM 10,1,5,7/14/21,Light PPC,2,5,6/12/18,,,,,,,,,,,,,,,,,,,,,1x5,2x5,,,,,
Vehicle,Manteuffel Attack Tank E,Manteuffel Attack Tank E,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,ER Small Laser,1,3,2/4/5,Medium Laser,2,5,3/6/9,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,,,,,,,,,1x3,2x5,1x10,,6x1,,
Vehicle,Manteuffel Attack Tank Prime,Manteuffel Attack Tank Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,ER Medium Laser,3,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,3x5,,,,,,
Vehicle,Manticore Heavy Tank,Manticore Heavy Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Medium Laser,1,5,3/6/9,LRM 10,1,5,7/14/21,SRM 6,4,2,3/6/9,PPC,1,10,6/12/18,,,,,,,,,,,,,1x5,1x5,4x2,1x10,,,
Vehicle,Manticore Heavy Tank (3055 Upgrade),Manticore Heavy Tank (3055 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Streak SRM 2,2,2,3/6/9,Large Pulse Laser,1,9,3/7/10,LRM 10,2,5,7/14/21,SRM 6,6,2,3/6/9,,,,,,,,,,,,,2x2,1x9,2x5,6x2,,,
Vehicle,Manticore Heavy Tank (C3M),Manticore Heavy Tank (C3M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Streak SRM 2,2,2,3/6/9,PPC,1,10,6/12/18,LRM 10,2,5,7/14/21,,,,,,,,,,,,,,,,,2x2,1x10,2x5,,,,
Vehicle,Manticore Heavy Tank (C3S),Manticore Heavy Tank (C3S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Streak SRM 2,2,2,3/6/9,LRM 10,2,5,7/14/21,PPC,1,10,6/12/18,Streak SRM 4,4,2,3/6/9,,,,,,,,,,,,,2x2,2x5,1x10,4x2,,,
Vehicle,Manticore Heavy Tank (HPPC),Manticore Heavy Tank (HPPC),,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,1,Heavy PPC,1,15,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,1x15,,,,,,
Vehicle,Manticore Heavy Tank (LB-X),Manticore Heavy Tank (LB-X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Medium Pulse Laser,1,6,2/4/6,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,Streak SRM 6,6,2,3/6/9,,,,,,,,,1x6,1x10,,6x1,6x2,,
Vehicle,Manticore Heavy Tank (RAC),Manticore Heavy Tank (RAC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ER Medium Laser,2,5,4/8/12,SRM 6,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,2x5,6x2,,,,,
Vehicle,Manticore Heavy Tank (XL),Manticore Heavy Tank (XL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Medium Laser,1,5,3/6/9,ER PPC,1,10,7/14/23,Enhanced LRM 10,1,5,7/14/21,Streak SRM 6,6,2,3/6/9,,,,,,,,,,,,,1x5,1x10,1x5,6x2,,,
Vehicle,Manticore Heavy Tank EC,Manticore Heavy Tank EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 6,4,2,3/6/9,Improved LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,4x2,1x5,,,,,
Vehicle,Manticore II Heavy Tank,Manticore II Heavy Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Enhanced LRM 10,2,5,7/14/21,Heavy PPC,1,15,6/12/18,,,,,,,,,,,,,,,,,,,,,2x5,1x15,,,,,
Vehicle,Manticore The Ballista,Manticore The Ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Extended LRM 10,1,5,12/22/38,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Mantis Light Attack VTOL,Mantis Light Attack VTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,1,ER Small Laser,5,3,2/4/5,,,,,,,,,,,,,,,,,,,,,,,,,5x3,,,,,,
Vehicle,Marksman Artillery Vehicle,Marksman Artillery Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,
Vehicle,Marksman Artillery Vehicle (AC),Marksman Artillery Vehicle (AC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,
Vehicle,Marksman Artillery Vehicle (Light PPC),Marksman Artillery Vehicle (Light PPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Heavy Machine Gun,4,3,1/2/2,Light PPC,1,5,6/12/18,,,,,,,,,,,,,,,,,,,,,4x3,1x5,,,,,
Vehicle,Marksman M1 MBT,Marksman M1 MBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Gauss Rifle,1,15,7/15/22,MRM 10,2,5,3/8/15,SRM 6,8,2,3/6/9,Streak SRM 4,8,2,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,1x15,2x5,8x2,8x2,4x2,,
Vehicle,Marksman M1A MBT,Marksman M1A MBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Gauss Rifle,1,15,7/15/22,Medium Laser,4,5,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,1x15,4x5,4x2,,,,
Vehicle,Marksman MBT M1J,Marksman MBT M1J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Gauss Rifle,1,15,7/15/22,MRM 20,4,5,3/8/15,SRM 6,8,2,3/6/9,Streak SRM 4,8,2,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,1x15,4x5,8x2,8x2,4x2,,
Vehicle,Mars Assault Vehicle,Mars Assault Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,6,Clan LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,Clan LB 10-X AC (Pellet),6,1,6/12/18,Clan LRM 15,9,5,7/14/21,Clan Streak SRM 6,12,2,4/8/12,Clan ER Large Laser,1,10,8/15/25,Clan Gauss Rifle,1,15,7/15/22,1x10,,6x1,9x5,12x2,1x10,1x15
Vehicle,Mars Assault Vehicle (ATM),Mars Assault Vehicle (ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,Clan Streak SRM 4,8,2,4/8/12,Clan Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,,,,,8x2,1x15,,,,,
Vehicle,Mars Assault Vehicle (HAG),Mars Assault Vehicle (HAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,Clan LRM 15,9,5,7/14/21,Clan ER Large Laser,1,10,8/15/25,Clan Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,9x5,1x10,1x15,,,,
Vehicle,Mars Assault Vehicle (XL),Mars Assault Vehicle (XL),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,6,Clan LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,Clan LB 10-X AC (Pellet),6,1,6/12/18,Clan LRM 15,9,5,7/14/21,Clan Streak SRM 6,12,2,4/8/12,Clan ER Large Laser,1,10,8/15/25,Clan Gauss Rifle,1,15,7/15/22,1x10,,6x1,9x5,12x2,1x10,1x15
Vehicle,Marsden I,Marsden I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 6,4,2,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x2,1x2,,,,,
Vehicle,Marsden II MBT,Marsden II MBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 6,8,2,3/6/9,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,8x2,2x2,,,,,
Vehicle,Marsden II MBT II (Primitive),Marsden II MBT II (Primitive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 6,8,2,3/6/9,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,8x2,2x2,,,,,
Vehicle,Marsden II MBT II-A,Marsden II MBT II-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SRM 6,4,2,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,4x2,1x2,,,,,
Vehicle,Marsden II MBT II-A (LBX),Marsden II MBT II-A (LBX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Streak SRM 2,4,2,3/6/9,Machine Gun,2,2,1/2/3,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,,,,,,,,,4x2,2x2,1x10,,6x1,,
Vehicle,Marten Scout VTOL,Marten Scout VTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 2,1,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Maultier Hover APC,Maultier Hover APC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Streak SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Maultier Hover APC (BA),Maultier Hover APC (BA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Streak SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Maultier Hover APC (Basic),Maultier Hover APC (Basic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 2,1,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Maultier Hover APC (Fusion),Maultier Hover APC (Fusion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ER Medium Laser,1,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
Vehicle,Maultier Hover APC (Intermediate),Maultier Hover APC (Intermediate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SRM 2,1,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Maultier Hover APC (MG),Maultier Hover APC (MG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
Vehicle,Mauna Kea Command Vessel,Mauna Kea Command Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,5,2,1/2/3,LRM 15,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,5x2,1x5,,,,,
Vehicle,Mauna Kea Command Vessel (LB-X),Mauna Kea Command Vessel (LB-X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Machine Gun,5,2,1/2/3,LRM 15,3,5,7/14/21,LB 10-X AC (Slug),1,10,6/12/18,-- OR --,,,,LB 10-X AC (Pellet),6,1,6/12/18,,,,,,,,,5x2,3x5,1x10,,6x1,,
Vehicle,Mauna Kea Command Vessel (LRM),Mauna Kea Command Vessel (LRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LRM 15,2,5,7/14/21,Machine Gun,5,2,1/2/3,,,,,,,,,,,,,,,,,,,,,2x5,5x2,,,,,
Vehicle,Mauna Kea Command Vessel (LRT),Mauna Kea Command Vessel (LRT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,5,2,1/2/3,LRM 15,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,5x2,1x5,,,,,
Vehicle,Maxim (I) Heavy Hover Transport,Maxim (I) Heavy Hover Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Streak SRM 6,6,2,3/6/9,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,6x2,2x5,,,,,
Vehicle,Maxim (I) Heavy Hover Transport (Company Command),Maxim (I) Heavy Hover Transport (Company Command),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,Streak SRM 6,6,2,3/6/9,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,6x2,2x5,,,,,
Vehicle,Maxim Flanker,Maxim Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,4,LRM 15,1,5,7/14/21,SRM 4,2,2,3/6/9,SRM 2,1,2,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,1x5,2x2,1x2,4x2,,,
Vehicle,Maxim Heavy Hover Transport,Maxim Heavy Hover Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LRM 5,3,5,7/14/21,SRM 2,2,2,3/6/9,Machine Gun,3,2,1/2/3,SRM 6,4,2,3/6/9,,,,,,,,,,,,,3x5,2x2,3x2,4x2,,,
Vehicle,Maxim Heavy Hover Transport (3052 Upgrade),Maxim Heavy Hover Transport (3052 Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SRM 6,4,2,3/6/9,Machine Gun,2,2,1/2/3,LRM 5,2,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,4x2,2x2,2x5,4x2,,,
Vehicle,Maxim Heavy Hover Transport (Anti-Personnel),Maxim Heavy Hover Transport (Anti-Personnel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SRM 6,4,2,3/6/9,Machine Gun,7,2,1/2/3,LRM 5,2,5,7/14/21,,,,,,,,,,,,,,,,,4x2,7x2,2x5,,,,
Vehicle,Maxim Heavy Hover Transport (BA Factory Upgrade),Maxim Heavy Hover Transport (BA Factory Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SRM 6,4,2,3/6/9,Machine Gun,2,2,1/2/3,LRM 5,2,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,4x2,2x2,2x5,4x2,,,
Vehicle,Maxim Heavy Hover Transport (BA Field Upgrade),Maxim Heavy Hover Transport (BA Field Upgrade),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SRM 6,4,2,3/6/9,LRM 5,2,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,4x2,2x5,4x2,,,,
Vehicle,Maxim Heavy Hover Transport (C3M),Maxim Heavy Hover Transport (C3M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SRM 6,4,2,3/6/9,LRM 5,2,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,4x2,2x5,4x2,,,,
Vehicle,Maxim Heavy Hover Transport (C3S),Maxim Heavy Hover Transport (C3S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SRM 6,4,2,3/6/9,LRM 5,2,5,7/14/21,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,4x2,2x5,4x2,,,,
Vehicle,Maxim Heavy Hover Transport (Clan),Maxim Heavy Hover Transport (Clan),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,Clan LRM 15,1,5,7/14/21,Clan SRM 2,2,2,3/6/9,Clan Streak SRM 6,6,2,4/8/12,,,,,,,,,,,,,,,,,1x5,2x2,6x2,,,,
Vehicle,Maxim Heavy Hover Transport (Escort),Maxim Heavy Hover Transport (Escort),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Machine Gun,3,2,1/2/3,Streak SRM 6,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,3x2,6x2,,,,,
Vehicle,Maxim Heavy Hover Transport (Fire Support),Maxim Heavy Hover Transport (Fire Support),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LRM 15,1,5,7/14/21,Machine Gun,2,2,1/2/3,LRM 5,2,5,7/14/21,,,,,,,,,,,,,,,,,1x5,2x2,2x5,,,,
Vehicle,Maxim Heavy Hover Transport (SRM2),Maxim Heavy Hover Transport (SRM2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LRM 5,3,5,7/14/21,Machine Gun,3,2,1/2/3,SRM 2,2,2,3/6/9,SRM 6,4,2,3/6/9,,,,,,,,,,,,,3x5,3x2,2x2,4x2,,,
Vehicle,Maxim Heavy Hover Transport (SRM4),Maxim Heavy Hover Transport (SRM4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SRM 4,4,2,3/6/9,SRM 2,2,2,3/6/9,Machine Gun,3,2,1/2/3,SRM 6,4,2,3/6/9,,,,,,,,,,,,,4x2,2x2,3x2,4x2,,,
Vehicle,Maxim Mk II Transport (ECM),Maxim Mk II Transport (ECM),,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,Streak SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Maxim Mk II Transport (Infantry Support),Maxim Mk II Transport (Infantry Support),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
Vehicle,Merkava Heavy Tank MK VI,Merkava Heavy Tank MK VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LRM 10,1,5,7/14/21,SRM 4,2,2,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,1x5,2x2,1x2,,,,
Vehicle,Merkava Heavy Tank Mk IX,Merkava Heavy Tank Mk IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Machine Gun,2,2,1/2/3,LRM 15,1,5,7/14/21,Streak SRM 4,4,2,3/6/9,Light Gauss Rifle,1,8,8/17/25,,,,,,,,,,,,,2x2,1x5,4x2,1x8,,,
Vehicle,Merkava Heavy Tank Mk VII,Merkava Heavy Tank Mk VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LRM 10,1,5,7/14/21,SRM 4,2,2,3/6/9,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,1x5,2x2,1x2,,,,
Vehicle,Merkava Heavy Tank Mk VIII,Merkava Heavy Tank Mk VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Machine Gun,2,2,1/2/3,LRM 15,1,5,7/14/21,SRM 4,2,2,3/6/9,,,,,,,,,,,,,,,,,2x2,1x5,2x2,,,,
Vehicle,Minigun Cycle,Minigun Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machine Gun (Support),1,1,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,1x1,,,,,,
Vehicle,Minigun Cycle (SRM),Minigun Cycle (SRM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,Minion Advanced Tactical Vehicle,Minion Advanced Tactical Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium Pulse Laser,2,6,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,2x6,,,,,,
Vehicle,Minion Advanced Tactical Vehicle (TAG),Minion Advanced Tactical Vehicle (TAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium Pulse Laser,2,6,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,2x6,,,,,,
Vehicle,Minion Advanced Tactical Vehicle (Targeting Computer),Minion Advanced Tactical Vehicle (Targeting Computer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium Pulse Laser,2,6,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,2x6,,,,,,
Vehicle,Minion Advanced Tactical Vehicle Silver Bullet,Minion Advanced Tactical Vehicle Silver Bullet,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,1,Medium Pulse Laser,1,6,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,1x6,,,,,,
Vehicle,Mithras Light Tank,Mithras Light Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Medium Laser,2,7,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,2x7,,,,,,
Vehicle,Mithras Light Tank (ERLL),Mithras Light Tank (ERLL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clan ER Large Laser,1,10,8/15/25,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
Vehicle,Mobile Headquarters,Mobile Headquarters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
